股票代號,股票名稱,產業別,市場別,上市/掛牌日期,ISIN代碼,題材清單,題材總數
8210,勤誠,電腦及週邊設備業,上市,2011/12/01,TW0008210006,AI人工智慧、AI基礎設施、伺服器/散熱、伺服器機殼、電子零件元件,5
8213,志超,電子零組件業,上市,2009/12/25,TW0008213000,PCB電路板、印刷電路板、印刷電路板相關、銅箔基板CCL、電子零組件,5
8215,明基材,光電業,上市,2010/11/12,TW0008215005,偏光板、輝達供應鏈、面板零組件、風冷散熱模組,4
8222,寶一,電機機械,上市,2015/01/27,TW0008222001,工業自動化、機器人、機械零組件、航天機械零組件、航天軍工、軍工國防、電機設備、飛機零件／製造,8
8249,菱光,電子零組件業,上市,2005/05/17,TW0008249004,影像感測元件、數位相機、電子零組件,3
8261,富鼎,半導體業,上市,2009/12/11,TW0008261009,IC設計、分離式元件、半導體、電晶體,4
8271,宇瞻,半導體業,上市,2010/12/29,TW0008271008,DRAM模組、FLASH模組、IC設計、NAND Flash控制IC、半導體、記憶體模組、電子零件元件,7
8341,日友,綠能環保,上市,2015/03/23,TW0008341009,傳產其他、回收焚化／掩埋清運、太陽能、綠能永續、電動車,5
8367,建新國際,航運業,上市,2018/09/12,TW0008367004,物流、物流業、航運、貨櫃場服務、運輸事業、陸運,6
8374,羅昇,電機機械,上市,2008/12/25,TW0008374000,工業自動化、機器人、機械零組件、產業機械、自動化設備、變頻器、電力設備、電機設備,8
8404,百和興業-KY,其他業,上市,2011/05/18,KYG684631016,傳產其他、地產、多元業務、工業紡織品、營建、織布業、鞋材、黏扣帶,8
8411,福貞-KY,其他業,上市,2011/11/01,KYG525911072,多元業務、瓶蓋、製罐業、鋁罐、馬口鐵罐,5
8422,可寧衛*,綠能環保,上市,2011/10/05,TW0008422007,傳產其他、回收焚化／掩埋清運、太陽能、綠能永續、電動車,5
8429,金麗-KY,貿易百貨業,上市,2012/12/20,KYG513871015,傳產其他、消費民生、製鞋業、零售通路,4
8438,昶昕,綠能環保,上市,2022/03/11,TW0008438003,傳產其他、半導體化學品、回收焚化／掩埋清運、太陽能、綠能永續、電動車,6
8442,威宏-KY,其他業,上市,2016/11/08,KYG981151015,傳產其他、多元業務、手提箱、運動產業、運動用品,5
8443,阿瘦,貿易百貨業,上市,2014/09/15,TW0008443003,傳產其他、消費民生、製鞋業、零售通路,4
8454,富邦媒,數位雲端,上市,2014/12/19,TW0008454000,INTERNET應用與服務、數位雲端、資安、金融保險、金融科技、電商平台,6
8462,柏文,運動休閒,上市,2019/03/15,TW0008462003,休閒娛樂、消費民生、觀光餐飲、連鎖健身房,4
8463,潤泰材,其他業,上市,2015/07/13,TW0008463001,多元業務、水泥、營造工程、設計裝潢、高爐水泥,5
8464,億豐,居家生活,上市,2015/12/22,TW0008464009,家居用品、家電、消費民生、窗簾,4
8466,美吉吉-KY,其他業,上市,2016/11/01,KYG332481087,多元業務、建材、複合板,3
8467,波力-KY,運動休閒,上市,2015/12/15,KYG144971044,傳產其他、消費民生、碳纖維、觀光餐飲、運動產業、運動用品,6
8473,山林水,綠能環保,上市,2016/09/08,TW0008473000,傳產其他、回收焚化／掩埋清運、太陽能、水資源、污水處理、海水淡化、營造工程、環保工程、綠能永續、電動車,10
8476,台境*,綠能環保,上市,2023/10/31,TW0008476003,太陽能、營造工程、環保工程、綠能永續、電動車,5
8478,東哥遊艇,運動休閒,上市,2017/12/11,TW0008478009,消費民生、無人機UAV、觀光餐飲、軍工國防、造船業、遊艇製造,6
8481,政伸,其他業,上市,2017/02/24,TW0008481003,傳產其他、印刷業、多元業務,3
8482,商億-KY,居家生活,上市,2018/08/15,KYG806341015,傢俱、家居用品、家電、消費民生,4
8488,吉源-KY,其他業,上市,2016/12/13,KYG5140K1085,多元業務、製罐業、鋁罐、馬口鐵罐,4
8499,鼎炫-KY,其他電子業,上市,2017/11/24,KYG8923R1002,儀表、其他電子零件、產業機械、電子代工、電子製造、電子零件元件,6
8926,台汽電,油電燃氣業,上市,2003/08/25,TW0008926007,汽電共生、綠能永續、能源、電力,4
8940,新天地,觀光餐旅,上市,2009/05/15,TW0008940008,婚宴顧問、旅宿／餐飲、服務業、消費民生、觀光餐飲、餐飲,6
8996,高力,電機機械,上市,2014/02/14,TW0008996000,傳產其他、儲能系統ESS、工業自動化、機器人、液冷散熱、金屬加工／製品、電機設備,7
9802,鈺齊-KY,運動休閒,上市,2012/10/18,KYG368891068,傳產其他、消費民生、製鞋業、觀光餐飲,4
9902,台火,其他業,上市,1964/07/14,TW0009902007,多元業務、汽車服務相關、流通業、特種車輛相關、貿易、資產股、車輛整車,7
9904,寶成,運動休閒,上市,1990/01/19,TW0009904003,傳產其他、控股公司、消費民生、製鞋業、觀光餐飲、運動休閒、運動產業、運動用品,8
9905,大華,其他業,上市,1990/08/08,TW0009905000,多元業務、瓶蓋、製罐業、鋁罐,4
9906,欣巴巴,建材營造業,上市,1990/12/15,TW0009906008,不動產/建設、地產、水泥建材、營建,4
9907,統一實,其他業,上市,1991/01/29,TW0009907006,冷軋鋼捲、化纖原料、多元業務、寶特瓶、板鋼、製罐業、馬口鐵罐,7
9908,大台北,油電燃氣業,上市,1991/02/06,TW0009908004,天然氣、石油及天然氣、綠能永續、能源,4
9910,豐泰,運動休閒,上市,1992/02/18,TW0009910000,傳產其他、消費民生、製鞋業、觀光餐飲、運動休閒、運動產業、運動鞋,7
9911,櫻花,居家生活,上市,1992/07/16,TW0009911008,家居用品、家電、廚具、廚衛電、消費民生,5
9912,偉聯,電腦及週邊設備業,上市,1992/08/08,TW0009912006,LCD顯示器、電腦及週邊設備、顯示器,3
9914,美利達,運動休閒,上市,1992/09/30,TW0009914002,消費民生、產業機械、自行車、自行車零件、觀光餐飲、車輛整車、運動休閒,7
9917,中保科,其他業,上市,1993/12/08,TW0009917005,保全業、多元業務、安全監控、工業電腦、服務業,5
9918,欣天然,油電燃氣業,上市,1994/04/26,TW0009918003,天然氣、石油及天然氣、綠能永續、能源,4
9919,康那香,其他業,上市,1994/11/04,TW0009919001,不織布、多元業務、家庭用紙、工業紡織品、造紙業,5
9921,巨大,運動休閒,上市,1994/12/29,TW0009921007,消費民生、產業機械、自行車、自行車零件、觀光餐飲、車輛整車、運動休閒,7
9924,福興,居家生活,上市,1995/03/15,TW0009924001,家居用品、家電、消費民生、鎖,4
9925,新保,其他業,上市,1995/12/09,TW0009925008,保全業、多元業務、安全監控、工業電腦、服務業,5
9926,新海,油電燃氣業,上市,1998/04/08,TW0009926006,天然氣、石油及天然氣、綠能永續、能源,4
9927,泰銘,其他業,上市,1999/03/12,TW0009927004,多元業務、鉛、非鐵金屬,3
9928,中視,其他業,上市,1999/08/09,TW0009928002,傳播事業、多元業務、無線電視,3
9929,秋雨,其他業,上市,1999/06/28,TW0009929000,傳播事業、傳產其他、印刷業、多元業務、廣告,5
9930,中聯資源,綠能環保,上市,1999/11/22,TW0009930008,傳產其他、回收焚化／掩埋清運、太陽能、水泥、綠能永續、電動車、高爐水泥,7
9931,欣高,油電燃氣業,上市,2000/03/21,TW0009931006,天然氣、石油及天然氣、綠能永續、能源,4
9933,中鼎,其他業,上市,1993/05/28,TW0009933002,多元業務、工程顧問、營造工程,3
9934,成霖,居家生活,上市,2000/09/11,TW0009934000,家居用品、家電、水龍頭、消費民生、衛浴設備,5
9935,慶豐富,居家生活,上市,2000/09/11,TW0009935007,家居用品、家電、消費民生、窗簾,4
9937,全國,油電燃氣業,上市,2000/09/11,TW0009937003,其他公用事業、加油站、綠能永續、能源,4
9938,百和,其他業,上市,2001/01/12,TW0009938001,傳產其他、多元業務、工業紡織品、織布業、鞋材、黏扣帶,6
9939,宏全,其他業,上市,2001/03/02,TW0009939009,化纖原料、多元業務、寶特瓶、瓶蓋、製罐業,5
9940,信義,其他業,上市,2001/09/17,TW0009940007,地產、多元業務、房屋仲介,3
9941,裕融,其他業,上市,2001/09/17,TW0009941005,多元業務、汽車服務相關、汽車融資,3
9942,茂順,其他業,上市,2002/01/28,TW0009942003,多元業務、橡膠工業、橡膠製品、油封,4
9943,好樂迪,觀光餐旅,上市,2002/08/26,TW0009943001,KTV、休閒娛樂、消費民生、觀光餐飲,4
9944,新麗,其他業,上市,2002/08/26,TW0009944009,不織布、多元業務、工業紡織品,3
9945,潤泰新,其他業,上市,1992/04/30,TW0009945006,地產、多元業務、水泥、營建,4
9946,三發地產,建材營造業,上市,2013/09/17,TW0009946004,不動產/建設、地產、水泥建材、營建,4
9955,佳龍,綠能環保,上市,2008/01/21,TW0009955005,傳產其他、回收焚化／掩埋清運、太陽能、綠能永續、電動車,5
9958,世紀鋼,鋼鐵工業,上市,2008/03/12,TW0009958009,原物料、條鋼、鋼構、鋼鐵、離岸風電,5
2254,巨鎧精密-創,汽車工業,上市,2023/10/20,TW0002254000,汽機車零組件、汽車製造、車燈、車用電子、電動車,5
2258,鴻華先進-創,汽車工業,上市,2023/11/20,TW0002258001,汽車製造、車用電子、車輛整車、電動車,4
2432,倚天酷��-創,電腦及週邊設備業,上市,2023/05/31,TW0002432002,傳產其他、手提箱、自行車、車輛整車、週邊產品、電競週邊、電腦及週邊設備,7
3150,鈺寶-創,半導體業,上市,2024/06/27,TW0003150009,IC設計、半導體、影音IC、無線網路IC,4
4195,基米-創,生技醫療業,上市,2026/05/11,TW0004195003,基因定序、檢驗試劑／紙、生技醫療、生物科技、醫療器材、體外診斷用醫材,6
4582,聚恆-創,綠能環保,上市,2026/05/22,TW0004582002,太陽能、太陽能系統運用、綠能永續、電動車,4
4590,富田-創,電機機械,上市,2026/01/29,TW0004590005,工業自動化、工業馬達、機器人、產業機械、電機設備,5
6534,正瀚-創,生技醫療業,上市,2023/12/21,TW0006534001,化學工業、生技醫療、生物科技、肥料、農業生技、醫療器材,6
6645,金萬林-創,生技醫療業,上市,2023/12/21,TW0006645005,IVD檢驗儀器設備、基因定序、檢驗試劑／紙、生技醫療、生物科技、醫療器材、體外診斷用醫材,7
6771,平和環保-創,綠能環保,上市,2024/05/17,TW0006771009,太陽能、水資源、污水處理、綠能永續、電動車,5
6854,錼創科技-KY創,半導體業,上市,2022/08/18,KYG7148D1025,IC設計、LED、LED封裝、LED晶粒、LED磊晶、MICROLED、半導體,7
6908,宏�砦C戲-創,電子通路業,上市,2026/03/25,TW0006908007,3C通路商、遊戲機、遊戲產業、零售通路、電子通路,5
6921,嘉雨思-創,半導體業,上市,2025/12/23,TW0006921000,IC設計、半導體、高速傳輸介面IC,3
6924,榮惠-KY創,電子零組件業,上市,2024/12/03,KYG2954S1030,印刷電路板、印刷電路板相關、電子零組件,3
6949,沛爾生醫-創,生技醫療業,上市,2024/03/08,TW0006949001,新藥研發、生技醫療、生物製劑、細胞治療、醫療器材、醫藥產業,6
6951,青新-創,綠能環保,上市,2024/06/18,TW0006951007,傳產其他、回收焚化／掩埋清運、太陽能、綠能永續、電動車,5
6955,邦睿生技-創,生技醫療業,上市,2024/12/06,TW0006955008,IVD檢驗儀器設備、生技醫療、醫療器材、體外診斷用醫材,4
6969,成信實業*-創,綠能環保,上市,2024/09/09,TW0006969009,傳產其他、回收焚化／掩埋清運、太陽能、綠能永續、電動車,5
6988,威力暘-創,汽車工業,上市,2024/10/23,TW0006988009,汽車製造、車用電子、電動車,3
7610,聯友金屬-創,綠能環保,上市,2025/09/09,TW0007610B14,傳產其他、回收焚化／掩埋清運、太陽能、綠能永續、電動車,5
7631,聚賢研發-創,其他電子業,上市,2025/03/13,TW0007631B19,廠務工程、設備儀器商、電子代工、電子其他、電子製造,5
7730,暉盛-創,半導體業,上市,2025/11/04,TW0007730004,IC設計、PCB相關設備、半導體、半導體製程設備、封測用設備、設備儀器商,6
7740,熙特爾-創,綠能環保,上市,2025/06/16,TW0007740003,儲能設備、太陽能、綠能永續、電力公共事業、電動車、電池,6
7803,雲象科技-創,生技醫療業,上市,2026/05/20,TW0007803009,智慧醫療技術、生技醫療、醫療器材,3
7823,奧義賽博-KY創,數位雲端,上市,2026/02/05,KYG2668C1050,數位雲端、資安、資訊安全、軟體業,4
7827,漢康-KY創,生技醫療業,上市,2026/05/29,KYG4277B1068,新藥研發、生技醫療、醫療器材、醫藥產業,4
8162,微矽電子-創,半導體業,上市,2024/03/07,TW0008162009,IC封裝測試、IC測試、IC設計、半導體,4
8487,愛爾達-創,數位雲端,上市,2024/03/26,TW0008487000,INTERNET應用與服務、串流媒體、數位雲端、資安,4
9103,美德醫療-DR,海外存託憑證,上市,2002/12/13,TW0009103002,個人保護用器材、其他業、其他醫療器材、醫療服務、醫療管理服務,5
910322,康師傅-DR,海外存託憑證,上市,2009/12/16,TW0009103226,其他業、速食麵、非酒精飲料、食品加工、飲料相關,5
9105,泰金寶-DR,海外存託憑證,上市,2003/09/22,TW0009105007,POS機系統、主機板、其他業、印表機、家電、工業電腦、消費性電子產品、液晶電視、硬碟相關、穿戴式裝置、視訊轉換相關、週邊產品、電子製造服務、電腦系統業,14
910861,神州-DR,海外存託憑證,上市,2010/11/24,TW0009108613,其他業、應用軟體、系統整合、軟體業,4
9110,越南控-DR,海外存託憑證,上市,2009/12/03,TW0009110007,其他業、機車、機車零組件、汽機車零組件、車輛整車,5
911608,明輝-DR,海外存託憑證,上市,2010/10/20,TW0009116087,其他業、海洋工程設備、產業機械、資訊安全、軟體業、電力電纜、電線電纜,7
911622,泰聚亨-DR,海外存託憑證,上市,2011/09/29,TW0009116228,其他業、線材盤元、螺絲螺帽,3
911868,同方友友-DR,海外存託憑證,上市,2009/12/22,TW0009118687,LED、LED照明產品、其他業、家電、照明,5
912000,晨訊科-DR,海外存託憑證,上市,2011/04/25,TW0009120006,其他業、手機、手機製造,3
9136,巨騰-DR,海外存託憑證,上市,2009/05/25,TW0009136002,其他業、塑膠射出、機殼、鎂鋁合金、電子零件元件,5
1240,茂生農經,農業科技業,上櫃,2018/08/08,TW0001240000,家畜／家禽、生技醫療、農林漁牧、食品農業、飼料,5
1259,安心,觀光餐旅,上櫃,2011/12/15,TW0001259000,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
1264,德麥,食品工業,上櫃,2015/04/09,TW0001264000,流通業、消費民生、磨粉製品、穀類烘焙製品、食品加工、食品農業、食品飲料相關通路,7
1268,漢來美食,觀光餐旅,上櫃,2017/09/27,TW0001268001,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
1294,漢田生技,食品工業,上櫃,2024/09/26,TW0001294007,消費民生、生物科技、食品生技、食品農業,4
1295,生合,食品工業,上櫃,2025/05/27,TW0001295004,消費民生、生物科技、食品生技、食品農業,4
1336,台翰,電子零組件業,上櫃,2007/11/02,TW0001336006,塑膠射出、電子零件元件、電子零組件,3
1565,精華,生技醫療業,上櫃,2004/03/30,TW0001565000,生技醫療、輔助與彌補用醫材、醫療器材、隱形眼鏡,4
1569,濱川,電腦及週邊設備業,上櫃,2005/07/29,TW0001569002,模具沖壓、機殼、電子零件元件、電腦及週邊設備,4
1570,力肯,電機機械,上櫃,2005/06/30,TW0001570000,工業自動化、機器人、產業機械、電動工具、電機設備,5
1580,新麥,電機機械,上櫃,2007/12/10,TW0001580009,工業自動化、機器人、烘焙及食品飲料機械、產業機械、電機設備,5
1584,精剛,其他業,上櫃,2007/11/28,TW0001584001,合金鋼、多元業務,2
1586,和勤,電機機械,上櫃,2012/01/09,TW0001586006,工業自動化、模具沖壓、機器人、汽機車零組件、車用沖壓件、車用金屬成型、電子零件元件、電機設備,8
1591,駿吉-KY,電機機械,上櫃,2012/03/23,KYG4782L1023,工業自動化、機器人、線材盤元、螺絲螺帽、電機設備,5
1593,祺驊,運動休閒,上櫃,2012/06/13,TW0001593002,休閒娛樂、健身器材、工業馬達、消費民生、產業機械、觀光餐飲、連鎖健身房、運動產業,8
1595,川寶,半導體業,上櫃,2011/10/04,TW0001595007,IC設計、PCB相關設備、半導體、半導體製程設備、設備儀器商,5
1599,宏佳騰,電機機械,上櫃,2012/12/25,TW0001599009,工業自動化、機器人、機車、沙灘車、車輛整車、電動機車、電機設備,7
1742,台蠟,化學工業,上櫃,2004/05/14,TW0001742005,化學工業、塑化原料、太陽能發電、水產品加工、特用化學品、石蠟、電力、食品加工,8
1777,生泰,生技醫療業,上櫃,2005/10/19,TW0001777001,原料藥、生技醫療、醫療器材、醫藥產業,4
1780,立弘,食品工業,上櫃,2010/04/29,TW0001780005,消費民生、維生素、醫藥產業、食品農業,4
1781,合世,生技醫療業,上櫃,2004/12/24,TW0001781003,生技醫療、血壓計、診斷與監測用醫材、醫療器材,4
1784,訊聯,生技醫療業,上櫃,2007/07/26,TW0001784007,時尚產業、生技服務、生技醫療、生物科技、美妝保養品、醫療器材,6
1785,光洋科,其他電子業,上櫃,2005/01/31,TW0001785004,IC製造、傳產其他、其他半導體耗材、回收焚化／掩埋清運、貴金屬、電子代工、電子製造,7
1788,杏昌,生技醫療業,上櫃,2009/07/20,TW0001788008,手術與治療用醫材、洗腎器具、生技醫療、醫療器材、醫療器材通路、醫藥流通,6
1796,金穎生技,食品工業,上櫃,2018/01/22,TW0001796001,消費民生、生物科技、食品生技、食品農業,4
1799,易威,生技醫療業,上櫃,2008/11/10,TW0001799005,原料藥、學名藥、新藥研發、生技醫療、西藥製劑、醫療器材、醫藥產業、醫藥研發外包服務,8
1813,寶利徠,生技醫療業,上櫃,2009/08/04,TW0001813004,傳產其他、生技醫療、眼鏡業、醫療器材,4
1815,富喬,電子零組件業,上櫃,2006/01/23,TW0001815009,印刷電路板相關、玻纖布、電子零組件,3
2035,唐榮,鋼鐵工業,上櫃,2006/07/07,TW0002035003,不鏽鋼、冷軋不鏽鋼、原物料、熱軋不鏽鋼、資產股、鋼鐵,6
2061,風青,電器電纜,上櫃,2010/12/09,TW0002061009,漆包線、電源供應、電線電纜、電纜材料,4
2063,世鎧,鋼鐵工業,上櫃,2010/09/07,TW0002063005,不鏽鋼、不鏽鋼緊固件、不鏽鋼線材、原物料、線材盤元、螺絲螺帽、鋼鐵,7
2064,晉椿,鋼鐵工業,上櫃,2014/12/26,TW0002064003,原物料、條鋼、棒鋼、線材盤元、鋼鐵,5
2065,世豐,鋼鐵工業,上櫃,2017/04/21,TW0002065000,原物料、線材盤元、螺絲螺帽、鋼鐵,4
2066,世德,電機機械,上櫃,2013/09/24,TW0002066008,工業自動化、機器人、線材盤元、螺絲螺帽、電機設備,5
2067,嘉鋼,電機機械,上櫃,2014/05/26,TW0002067006,工業自動化、機器人、機械零組件、電機設備,4
2070,精湛,電機機械,上櫃,2018/12/17,TW0002070000,工業自動化、機器人、設備儀器商、電機設備,4
2073,雄順,鋼鐵工業,上櫃,2023/06/21,TW0002073004,原物料、線材盤元、鋼鐵,3
2221,大甲,其他業,上櫃,2007/08/01,TW0002221009,不鏽鋼、不鏽鋼品、多元業務,3
2230,泰茂,居家生活,上櫃,2013/04/18,TW0002230000,家電、汽機車零組件、活塞、流通業、消費民生、食品飲料相關通路,6
2235,謚源,電機機械,上櫃,2014/12/15,TW0002235009,工業自動化、機器人、汽機車零組件、汽車內裝、汽車空調、車用冷卻系統、電機設備,7
2596,綠意,建材營造業,上櫃,2009/06/01,TW0002596004,不動產/建設、地產、水泥建材、營建,4
2640,大車隊,數位雲端,上櫃,2012/11/07,TW0002640000,客運、數位雲端、汽車服務相關、資安、運輸事業,5
2641,正德,航運業,上櫃,2014/10/09,TW0002641008,散裝航運、物流、航運、運輸事業,4
2643,捷迅,航運業,上櫃,2016/03/04,TW0002643004,海空運承攬業、物流、航運、運輸事業、陸運,5
2718,全心投控,建材營造業,上櫃,2011/03/29,TW0002718004,不動產/建設、地產、控股公司、水泥建材、營建,5
2719,燦星旅,觀光餐旅,上櫃,2012/02/24,TW0002719002,休閒娛樂、旅行社、消費民生、觀光餐飲,4
2724,藝舍-KY,其他業,上櫃,2012/05/29,KYG3704Y1017,地產、多元業務、房屋代銷,3
2726,雅茗-KY,觀光餐旅,上櫃,2014/12/24,KYG988361021,旅宿／餐飲、消費民生、觀光餐飲、連鎖飲料、餐飲,5
2729,瓦城,觀光餐旅,上櫃,2012/09/17,TW0002729001,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2732,六角,觀光餐旅,上櫃,2015/01/20,TW0002732005,旅宿／餐飲、消費民生、觀光餐飲、連鎖飲料、餐飲,5
2734,易飛網,觀光餐旅,上櫃,2013/12/26,TW0002734001,INTERNET應用與服務、休閒娛樂、旅行社、消費民生、觀光餐飲、電商平台,6
2736,富野,觀光餐旅,上櫃,2016/01/06,TW0002736006,旅宿／餐飲、消費民生、觀光餐飲、飯店,4
2740,華軒,觀光餐旅,上櫃,2015/12/24,TW0002740008,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2743,山富,觀光餐旅,上櫃,2020/03/09,TW0002743002,休閒娛樂、旅行社、消費民生、觀光餐飲,4
2745,五福,觀光餐旅,上櫃,2018/04/16,TW0002745007,休閒娛樂、旅行社、消費民生、觀光餐飲,4
2751,王座,觀光餐旅,上櫃,2024/09/10,TW0002751005,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2752,豆府,觀光餐旅,上櫃,2019/09/25,TW0002752003,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2754,亞洲藏壽司,觀光餐旅,上櫃,2020/09/17,TW0002754009,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2755,揚秦,觀光餐旅,上櫃,2020/12/16,TW0002755006,旅宿／餐飲、消費民生、觀光餐飲、餐飲,4
2756,聯發國際,觀光餐旅,上櫃,2022/01/14,TW0002756004,旅宿／餐飲、消費民生、觀光餐飲、連鎖飲料、餐飲,5
2916,滿心,居家生活,上櫃,2005/03/10,TW0002916004,家電、成衣、成衣銷售／零售、消費民生,4
2924,宏太-KY,居家生活,上櫃,2011/12/02,KYG198691092,傳產其他、嬰童用品、家電、消費民生、玩具,5
2926,誠品生活,文化創意業,上櫃,2013/01/30,TW0002926003,數位內容、文化創意產業、旅宿／餐飲、書店、流通業、消費民生、百貨業、餐飲,8
2937,集雅社,居家生活,上櫃,2017/06/08,TW0002937000,家電、消費民生、電器銷售,3
2941,米斯特,居家生活,上櫃,2024/03/20,TW0002941002,INTERNET應用與服務、家電、成衣、成衣銷售／零售、消費民生、電商平台,6
2947,振宇五金,居家生活,上櫃,2021/10/06,TW0002947009,家居相關用品通路、家電、流通業、消費民生、量販店、大賣場,6
2948,寶陞,居家生活,上櫃,2023/12/12,TW0002948007,家居相關用品通路、家電、流通業、消費民生,4
2949,欣新網,數位雲端,上櫃,2023/12/15,TW0002949005,INTERNET技術與基礎設施、傳播事業、廣告、數位雲端、資安、電商服務,6
3064,泰偉,文化創意業,上櫃,2004/06/09,TW0003064002,PC遊戲、博奕機台、工業電腦、數位內容、消費民生、遊戲產業,6
3066,李洲,光電業,上櫃,2004/12/02,TW0003066007,LED、LED封裝,2
3067,全域,居家生活,上櫃,2003/10/21,TW0003067005,家電、水資源、水資源設備／耗材、消費民生、電子零件元件、音響設備及零件,6
3071,協禧,電腦及週邊設備業,上櫃,2004/12/30,TW0003071007,散熱模組、散熱風扇馬達、筆記型電腦用散熱模組、電腦及週邊設備,4
3073,天方能源,綠能環保,上櫃,2007/10/08,TW0003073003,太陽能、太陽能發電、綠能永續、電力、電動車、風力發電,6
3078,僑威,電子零組件業,上櫃,2005/01/31,TW0003078002,電子零件元件、電子零組件、電源供應器,3
3081,聯亞,通信網路業,上櫃,2015/07/22,TW0003081006,5G通訊、IC製造、低軌衛星、光通訊元件磊晶、光通訊模組、新藥開發、生技醫療、砷化鎵相關、網通設備,9
3083,網龍,文化創意業,上櫃,2003/12/02,TW0003083002,PC遊戲、手機遊戲、數位內容、消費民生、遊戲、遊戲產業,6
3085,新零售,數位雲端,上櫃,2004/03/01,TW0003085007,INTERNET應用與服務、數位雲端、物流業、資安、運輸事業、電商平台,6
3086,華義*,文化創意業,上櫃,2004/03/29,TW0003086005,PC遊戲、手機遊戲、數位內容、文化創意產業、消費民生、遊戲產業,6
3088,艾訊,電腦及週邊設備業,上櫃,2005/04/28,TW0003088001,工業電腦,1
3093,港建*,其他電子業,上櫃,2005/06/17,TW0003093001,PCB相關設備、封測用設備、設備儀器商、電子代工、電子製造,5
3095,及成,通信網路業,上櫃,2005/05/26,TW0003095006,5G通訊、低軌衛星、模具沖壓、網通設備、電子零件元件,5
3105,穩懋,半導體業,上櫃,2011/12/13,TW0003105003,IC製造、IC設計、化合物晶圓、半導體、砷化鎵相關、第三類半導體,6
3114,好德,電子零組件業,上櫃,2004/03/25,TW0003114005,連接器、連接線材、電子元件代理商、電子通路、電子零件元件、電子零組件,6
3115,富榮綱,電子零組件業,上櫃,2005/04/08,TW0003115002,銅、鋁、電子零組件、非鐵金屬,4
3118,進階,生技醫療業,上櫃,2008/05/21,TW0003118006,IVD檢驗儀器設備、檢驗試劑／紙、生技服務、生技醫療、生物科技、醫療器材、體外診斷用醫材,7
3122,笙泉,半導體業,上櫃,2015/01/26,TW0003122008,IC設計、MCU、半導體,3
3128,昇銳,光電業,上櫃,2006/09/04,TW0003128005,倒車影像系統、安全監控、工業電腦、車用電子,4
3131,弘塑,半導體業,上櫃,2011/01/17,TW0003131009,CoWoS先進封裝、IC設計、光通訊模組、半導體、半導體化學品、半導體製程設備、封測用設備、封裝設備、晶圓製程設備、矽光子CPO、設備儀器商,11
3141,晶宏,半導體業,上櫃,2014/03/14,TW0003141008,IC設計、LCD驅動IC、半導體、觸控IC、馬達IC,5
3147,大綜,資訊服務業,上櫃,2018/05/29,TW0003147005,數位雲端、系統整合、資安、軟體業、金融科技、電子通路、電腦通路商,7
3152,璟德,通信網路業,上櫃,2008/03/24,TW0003152005,5G通訊、RF射頻IC、低軌衛星、網通設備、通訊設備零組件,5
3158,嘉實,資訊服務業,上櫃,2025/11/17,TW0003158002,應用軟體、數位雲端、系統整合、資安、軟體業、金融科技,6
3162,精確,電機機械,上櫃,2005/10/03,TW0003162004,工業自動化、機器人、汽機車零組件、電機設備,4
3163,波若威,通信網路業,上櫃,2012/12/03,TW0003163002,5G通訊、低軌衛星、光纖被動元件、光通訊、光通訊模組、矽光子CPO、網通設備,7
3169,亞信,半導體業,上櫃,2009/11/24,TW0003169009,IC設計、IO控制IC、USB/Type-C控制IC、WiFi/藍牙IC、半導體、嵌入式晶片、網路通訊IC,7
3171,炎洲流通,居家生活,上櫃,2004/09/17,TW0003171005,化學工業、塑化製品、塑膠加工、家電、消費民生、膠帶,6
3176,基亞,生技醫療業,上櫃,2011/11/23,TW0003176004,學名藥、新藥研發、檢驗試劑／紙、生技醫療、生物製劑、西藥製劑、醫療器材、醫藥產業、體外診斷用醫材,9
3178,公準,半導體業,上櫃,2018/11/19,TW0003178000,IC設計、半導體、半導體製程設備、模具、機械零組件、設備儀器商、面板設備、飛機零件／製造,8
3188,鑫龍騰,建材營造業,上櫃,2004/03/17,TW0003188009,不動產/建設、地產、水泥建材、營建,4
3191,雲嘉南,電子零組件業,上櫃,2005/04/12,TW0003191003,變壓器、電子零件元件、電子零組件,3
3205,佰研,生技醫療業,上櫃,2005/09/12,TW0003205001,保健食品、流通業、生技醫療、生物科技、醫療器材、食品加工、食品生技、食品飲料相關通路,8
3206,志豐,電子零組件業,上櫃,2007/02/08,TW0003206009,受話器、耳機、電子零組件、電聲產品、麥克風,5
3207,耀勝,電子零組件業,上櫃,2004/11/04,TW0003207007,被動元件、變壓器、車用電子、電子零件元件、電子零組件、電感,6
3211,順達,電腦及週邊設備業,上櫃,2004/11/08,TW0003211009,BBU、消費用電池、資產股、電池、電腦及週邊設備,5
3213,茂訊,電腦及週邊設備業,上櫃,2004/10/01,TW0003213005,強固電腦、筆記型電腦製造、電子通路、電腦及週邊設備、電腦系統業、電腦通路商,6
